id,day,month,title,description
0d960a76-dd6b-44fb-a055-580e7de1cdca,5,Ιούνιος,"Διεθνής Ημέρα για την Καταπολέμηση της Παράνομης, Μη Καταγγελλόμενης και Μη Ρυθμιζόμενης Αλιείας",Στοχεύει στη διατήρηση και προστασία της βιώσιμης αλιείας παγκοσμίως.
0e3c9d58-33ad-4f02-9498-479f0cc9128d,10,Οκτώβριος,Παγκόσμια Ημέρα Ψυχικής Υγείας,"Προωθεί την εκπαίδευση, την ευαισθητοποίηση και την καταπολέμηση του κοινωνικού στίγματος."
0fc4959d-0cfd-4dd4-988f-ba7c8079228d,21,Μάρτιος,Παγκόσμια Ημέρα Κουκλοθεάτρου,
100bc924-5663-4930-88da-c056ed15e929,3,Δεκέμβριος,Διεθνής Ημέρα για τα Άτομα με Αναπηρία,Προωθεί τα δικαιώματα και την πλήρη συμμετοχή των ατόμων με αναπηρία.
103601e9-fa50-4b91-80e1-1340323879c2,3,Ιούλιος,Παγκόσμια Ημέρα Συνεταιρισμών,
14716b48-b03e-4795-83c6-a549b8e08060,15,Μάιος,Διεθνής Ημέρα Αντιρρησιών Συνείδησης,
16f0e93a-b854-4c65-bfdd-304a3f74681e,12,Φεβρουάριος,Ημέρα της Ερυθράς Χειρός,Η Ημέρα της Ερυθράς Χειρός είναι η 12η Φεβρουαρίου και είναι αφιερωμένη στην ευαισθητοποίηση και την καταπολέμηση της στρατολόγησης παιδιών σε ένοπλες συγκρούσεις.
17042fa0-1d89-4651-b9d6-f34d02b9fd86,19,Νοέμβριος,Παγκόσμια Ημέρα Αντρών,
187bf841-3153-4b64-9f65-934680893c09,3,Μάρτιος,Παγκόσμια Ημέρα Άγριας Ζωής,Υιοθετήθηκε το 2013 και προωθεί την ευαισθητοποίηση για την άγρια πανίδα και χλωρίδα και τα οφέλη της διατήρησής τους.
18e4f477-ead3-4c71-a520-e76431a9fa40,16,Οκτώβριος,Παγκόσμια Ημέρα Σπονδυλικής Στήλης,
19c05c11-b2ad-47ce-9fde-a282d15c4d6c,14,Νοέμβριος,Παγκόσμια Ημέρα Διαβήτη,Ευαισθητοποιεί για την πρόληψη και τη θεραπεία του διαβήτη.
1b631024-e63a-43f2-9f1a-e70a5d8f7ca6,5,Απρίλιος,Διεθνής Ημέρα Συνείδησης,"Προωθεί την ειρήνη, τη σταθερότητα και τον σεβασμό των ανθρωπίνων δικαιωμάτων."
1dcee2f0-42d7-475b-9027-d1c5ab582115,21,Μάρτιος,Διεθνής Ημέρα για την Εξάλειψη των Φυλετικών Διακρίσεων,Αποσκοπεί στην ευαισθητοποίηση για την ισότητα και τα ανθρώπινα δικαιώματα.
1edfced2-3c7a-4557-8db9-08066f6f6732,20,Μάρτιος,Διεθνής Ημέρα Ευτυχίας,"Ανακηρύχθηκε το 2012, αναγνωρίζοντας τη σημασία της ευτυχίας και της ευημερίας ως παγκόσμιους στόχους."
2011bfc6-5450-4292-85e3-3399048d646e,15,Μάρτιος,Παγκόσμια Ημέρα Καταναλωτή,
2079a1f1-2b48-4849-a4f5-5e7e13602366,15,Οκτώβριος,Διεθνής Ημέρα του Λευκού Μπαστουνιού,
21d18c39-c342-41a4-b824-a63001302fe9,14,Ιούνιος,Παγκόσμια Ημέρα Αιμοδοσίας,Τιμά τους εθελοντές αιμοδότες και προωθεί την ανάγκη για ασφαλές αίμα.
22875e64-2499-4857-8208-5c286fbfdec8,17,Φεβρουάριος,Παγκόσμια Ημέρα Ανθεκτικότητας Τουρισμού,Υιοθετήθηκε το 2023. Ο βιώσιμος τουρισμός συμβάλλει στην επίτευξη των στόχων βιώσιμης ανάπτυξης.
22979e39-2799-4e1e-8505-32a01fea12c3,30,Μάρτιος,Διεθνής Ημέρα Μηδενικών Αποβλήτων,Προωθεί τη βιώσιμη κατανάλωση και τη βελτίωση της διαχείρισης αποβλήτων.
239b983c-4bdf-432c-8153-524b937dd233,11,Απρίλιος,Παγκόσμια Ημέρα κατά της Aσθενείας Πάρκινσον,
2542f7ff-bec5-4920-a691-8d1691e2b9e5,18,Ιούλιος,Διεθνής Ημέρα Νέλσον Μαντέλα,Τιμά τις αξίες του Μαντέλα μέσω εθελοντισμού και κοινωνικής δράσης.
256709f1-4a7f-45e0-bc7d-219039cc572c,4,Ιανουάριος,Παγκόσμια Ημέρα Γραφής/Κώδικα Μπράιγ,"Η Παγκόσμια Ημέρα Μπράιγ, που γιορτάζεται από το 2019, έχει ως στόχο να ευαισθητοποιήσει το κοινό σχετικά με τη σημασία της γραφής Μπράιγ ως μέσου επικοινωνίας για την πλήρη πραγμάτωση των ανθρωπίνων δικαιωμάτων των τυφλών και των ατόμων με μειωμένη όραση."
2631b98a-d0f9-4431-8c60-cfd1a6c5809f,17,Ιούνιος,Παγκόσμια Ημέρα για την Καταπολέμηση της Ερημοποίησης και της Ξηρασίας,Αναδεικνύει τρόπους πρόληψης και αποκατάστασης από την ξηρασία.
283b2f1f-cda0-45bd-9cd0-141605485e30,21,Μάρτιος,Διεθνής Ημέρα Δασών,
29e85014-5b48-4930-aae6-ca94ab819f01,11,Φεβρουάριος,Διεθνής Ημέρα για τις Γυναίκες και τα Κορίτσια στην Επιστήμη,"Ο ΟΗΕ αναγνωρίζει την ισότιμη συμμετοχή των γυναικών και κοριτσιών στην επιστήμη, την τεχνολογία και την καινοτομία ως αναγκαία για την ισότητα των φύλων."
2a1f0efd-97a5-4230-aaad-ae28cd07c57e,24,Ιανουάριος,Διεθνής Ημέρα Εκπαίδευσης,"Η Γενική Συνέλευση ανακήρυξε την 24η Ιανουάριος ως Διεθνή Ημέρα Εκπαίδευσης, για να γιορτάσει το ρόλο της εκπαίδευσης για την ειρήνη και την ανάπτυξη. Το δικαίωμα στην εκπαίδευση κατοχυρώνεται στο άρθρο 26 της Οικουμενικής Διακήρυξης των Ανθρωπίνων Δικαιωμάτων."
2ac7513e-5a66-45ac-af34-0ddac91de9df,2,Νοέμβριος,Διεθνής Ημέρα για τον Τερματισμό της Ατιμωρησίας για Εγκλήματα κατά των Δημοσιογράφων,Προωθεί την προστασία των δημοσιογράφων και την ελευθερία του Τύπου.
2b5c8e60-25fe-4f1b-830e-0ababf3e6497,4,Απρίλιος,Διεθνής Ημέρα κατά των Ναρκών,Στοχεύει στην αντιμετώπιση των ναρκών και των εκρηκτικών καταλοίπων πολέμου.
2c958d40-ead5-45b3-adee-de7b47055f7c,24,Μάρτιος,Παγκόσμια Ημέρα κατά της Φυματίωσης,Στοχεύει στην ευαισθητοποίηση και την ενίσχυση των προσπαθειών για τον τερματισμό της φυματίωσης.
2f1bb625-d3e6-4060-9236-6ee790ee4b97,19,Μάιος,Παγκόσμια Ημέρα κατά της Ηπατίτιδας,
2f85112f-0e5e-4c6e-91ab-d93eab23f0a7,29,Νοέμβριος,Διεθνής Ημέρα Αλληλεγγύης προς τον Παλαιστινιακό Λαό,
307eecab-2a1c-4a54-bf43-be07c9d2567b,3,Μάιος,Παγκόσμια Ημέρα Άσθματος,Τονίζει τη σημασία της ελευθερίας της έκφρασης και της ενημέρωσης.
30a1e66f-21ab-4972-9df5-0548971d5410,26,Οκτώβριος,Παγκόσμια Ημέρα των Τεχνών του Δρόμου και της Ελεύθερης Έκφρασης στο Δημόσιο Χώρο,
3100b5ef-b3ec-4c25-af74-bd7a374ef7eb,20,Μάρτιος,Ημέρα Γαλλικής Γλώσσας στα Ηνωμένα Έθνη,Καθιερώθηκε το 2010 για την προώθηση της πολυγλωσσίας και της πολιτιστικής ποικιλομορφίας.
31232c9c-6e15-4014-9ee1-11726a89a4af,12,Οκτώβριος,Παγκόσμια Ημέρα κατά της Αρθρίτιδας,
3157a1eb-164c-47b7-bc60-99d1ca19b35f,10,Φεβρουάριος,Παγκόσμια Ημέρα Αραβικής Λεοπάρδαλης,Καθιερώθηκε το 2023 με στόχο την ανάδειξη της σημασίας της βιοποικιλότητας και της προστασίας της αραβικής λεοπάρδαλης.
334bdc51-a66b-4bc8-b678-8bd503555f0a,5,Οκτώβριος,Παγκόσμια Ημέρα Εκπαιδευτικών,Τιμά τους εκπαιδευτικούς παγκοσμίως και αναδεικνύει τη σημασία του έργου τους.
33ac0888-f149-4fbc-80cd-2c4ef373dd3b,14,Απρίλιος,Παγκόσμια Ημέρα κατά της Νόσου Τσάγκας,Ενημερώνει και ευαισθητοποιεί για τη νόσο Τσάγκας.
35a7978d-c746-472a-af9c-5a7d1f57f602,27,Μάρτιος,Παγκόσμια Ημέρα Θεάτρου,
3aa9ef0f-7dad-4766-b39e-ee330d5865b2,25,Οκτώβριος,Παγκόσμια Ημέρα Ζυμαρικών,
3c377a75-20c8-4e4d-8d9f-c2eb8a28a8d6,21,Ιούνιος,Ευρωπαϊκή Ημέρα Μουσικής,
3c7a6a45-964e-4bf6-b8a6-687e2662dab3,2,Απρίλιος,Παγκόσμια Ημέρα Ενημέρωσης για τον Αυτισμό,Τονίζει τη σημασία της αποδοχής και της κοινωνικής ένταξης των αυτιστικών ατόμων.
3d25b13b-0c26-4eb5-be07-8cb7ef017ec4,20,Ιούνιος,Παγκόσμια Ημέρα Προσφύγων,Τιμά τη δύναμη και την ανθεκτικότητα των προσφύγων παγκοσμίως.
3d7bf141-578d-4bf8-ade1-6b4bdf797b0f,8,Μάρτιος,Διεθνής Ημέρα Γυναικών,"Εστιάζει στην ισότητα των φύλων, τα δικαιώματα των γυναικών και την καταπολέμηση της βίας και των διακρίσεων."
3eb73bea-265c-4c21-acfb-b9b20c855341,21,Μάρτιος,Παγκόσμια Ημέρα Παγετώνων,Καθιερώθηκε από το 2025 με στόχο την προστασία των παγετώνων.
3f5ef044-2dc0-4589-a46e-a3a25bcaf856,4,Φεβρουάριος,Παγκόσμια Ημέρα κατά του Καρκίνου,Η 4η Φεβρουάριος καθιερώθηκε ως Παγκόσμια Ημέρα κατά του Καρκίνου με σκοπό την ενημέρωση και την ευαισθητοποίηση της διεθνούς κοινότητας για την ασθένεια.
402914c5-f992-49c1-9cd4-e60ae2f3452e,1,Οκτώβριος,Παγκόσμια Ημέρα Χορτοφαγίας,
41392e7d-9752-4c61-9474-e63ffff40a9c,9,Αύγουστος,Παγκόσμια Ημέρα Ιθαγενών,
41b7b524-b5ae-4b00-a785-a9418e16bb81,20,Μάιος,Παγκόσμια Ημέρα Μέλισσας,Αναδεικνύει τον κρίσιμο ρόλο των επικονιαστών στα οικοσυστήματα.
4214e29b-b50e-4379-bd2c-7c3e747791c9,17,Οκτώβριος,Διεθνής Ημέρα Εξάλειψης της Φτώχειας,Προωθεί τον διάλογο και την κατανόηση για την εξάλειψη της φτώχειας.
43dd7235-4670-450a-b79f-2dd35c2cbb51,31,Μάρτιος,Παγκόσμια Ημέρα Αντιγράφων Ασφαλείας (backup),
44b31acd-adac-476b-a3d7-fc8b91765183,2,Οκτώβριος,Διεθνής Ημέρα Μη Βίας,Τιμά τον Μαχάτμα Γκάντι και προωθεί το μήνυμα της μη βίας μέσω εκπαίδευσης και ευαισθητοποίησης.
46420b9b-27b5-4106-9974-ef59265075e2,25,Απρίλιος,Παγκόσμια Ημέρα κατά της Ελονοσίας,
4674e027-7ff4-4ef1-955f-c9f3a37947f9,15,Μάρτιος,Διεθνής Ημέρα για την Καταπολέμηση της Ισλαμοφοβίας,"Υιοθετήθηκε το 2022 και προωθεί τον διάλογο, την ανεκτικότητα και τον σεβασμό των ανθρωπίνων δικαιωμάτων."
4725fc2d-a1a1-47a5-9039-d2b96990a745,24,Οκτώβριος,Παγκόσμια Ημέρα Ακτών,
48207a06-eefc-42ab-a72f-7f5313d6f1be,24,Μάρτιος,Διεθνής Ημέρα για το Δικαίωμα στην Αλήθεια και την Αξιοπρέπεια των Θυμάτων,Τιμά τη μνήμη των θυμάτων σοβαρών παραβιάσεων ανθρωπίνων δικαιωμάτων.
483bf1ec-852f-4327-857e-b638d9977539,2,Απρίλιος,Παγκόσμια Ημέρα Παιδικού Βιβλίου,Τονίζει τη σημασία της αποδοχής και της κοινωνικής ένταξης των αυτιστικών ατόμων.
48b66750-ec57-44ec-bc9d-8fe75aacb06e,5,Μάιος,Πανευρωπαϊκή Ημέρα Ανεξάρτητης Διαβίωσης,
48e27543-6907-410e-9609-50c57e3bfaa2,20,Μάρτιος,Παγκόσμια Ημέρα Θεάτρου για τα Παιδιά και τους Νέους,
4911bc57-7c0b-42b7-838c-e4fc8776c6d3,28,Οκτώβριος,Διεθνής Ημέρα Κινουμένου Σχεδίου,Αναδεικνύει τη σημασία διατήρησης οπτικοακουστικών τεκμηρίων.
496d1e7c-b646-404b-b18f-812009e0d6a2,27,Οκτώβριος,Παγκόσμια Ημέρα Οπτικοακουστικής Κληρονομιάς,Αναδεικνύει τη σημασία διατήρησης οπτικοακουστικών τεκμηρίων.
4a1df932-23aa-4f9f-9918-3e7655fb5af3,4,Ιούλιος,Παγκόσμια Ημέρα Φεστιβάλ,
4dedb5eb-9cb4-46ff-b01a-3df7142e4b8a,8,Αύγουστος,Ημέρα μνήμης για την γενοκτονία των Ασσυρίων,
4e050359-f65f-4090-bafd-7522d3637641,25,Νοέμβριος,Διεθνής Ημέρα για την Εξάλειψη της Βίας κατά των Γυναικών,Ευαισθητοποιεί για την καταπολέμηση της βίας κατά των γυναικών.
4e3428d3-42c1-462c-9f0c-93064cb81510,30,Ιούλιος,Παγκόσμια Ημέρα κατά της Εμπορίας Ανθρώπων,Αναδεικνύει τη φιλία ως γέφυρα ειρήνης μεταξύ λαών και πολιτισμών.
4ef41067-beaa-48b6-bf77-f3c69d456c26,9,Οκτώβριος,Παγκόσμια Ημέρα Ταχυδρομείων,Αναδεικνύει τον ρόλο των ταχυδρομείων στην κοινωνική και οικονομική ανάπτυξη.
4f5b321d-51af-4475-a47c-e94689e83f53,4,Φεβρουάριος,Διεθνής Ημέρα Ανθρώπινης Αδελφοσύνης,Καθιερώθηκε από τη Γενική Συνέλευση στις 21 Δεκέμβριος 2020 για την προώθηση μεγαλύτερης πολιτιστικής και θρησκευτικής ανεκτικότητας.
4f646a35-c3f0-4a19-aa1c-8bbc72625ccd,13,Οκτώβριος,Διεθνής Ημέρα Μείωσης Φυσικών Καταστροφών,Προωθεί την παγκόσμια κουλτούρα συνειδητοποίησης και μείωσης κινδύνου.
517298c4-ba77-44e9-a023-6c9454ac0787,13,Ιούνιος,Διεθνής Ημέρα Ενημέρωσης για τον Αλφισμό,Στοχεύει στην ενημέρωση και καταπολέμηση των διακρίσεων λόγω αλφισμού.
52d4bb80-960a-43e9-9786-9b7340761c41,17,Ιούλιος,Παγκόσμια Ημέρα Διεθνούς Δικαιοσύνης,
539d47a3-498a-4f97-8e2d-ea30756293aa,23,Αύγουστος,Παγκόσμια Ημέρα για την Υπενθύμιση του Δουλεμπορίου και της Κατάργησής του,
53d0eaf5-77c9-41f0-8fa9-2d1df361ecc0,29,Απρίλιος,Παγκόσμια Ημέρα Χορού,
53d8e9e0-116d-4ba2-86c5-6c8e69166edc,16,Σεπτέμβριος,Διεθνής Ημέρα για τη Διατήρηση του στρώματος του Όζοντος,
571f1053-1af9-4e4f-88ec-50ef0050db10,25,Νοέμβριος,Ημέρα μνήμης για την γενοκτονία των Ουκρανών,Ευαισθητοποιεί για την καταπολέμηση της βίας κατά των γυναικών.
576b3d83-4dfc-49e8-ae98-951fbf7fdbd3,10,Οκτώβριος,Παγκόσμια Ημέρα κατά της Θανατικής Ποινής,"Προωθεί την εκπαίδευση, την ευαισθητοποίηση και την καταπολέμηση του κοινωνικού στίγματος."
58060b22-9863-4d50-8b10-d2b27b5eb738,28,Οκτώβριος,Παγκόσμια Ημέρα Δωρεάς Οργάνων Σώματος και Μεταμοσχεύσεων,Αναδεικνύει τη σημασία διατήρησης οπτικοακουστικών τεκμηρίων.
5aee7a2f-23b9-4df6-86fe-435b8d882f3d,28,Απρίλιος,Παγκόσμια Ημέρα για την Υγεία και την Ασφάλεια στην Εργασία,
5af210ce-0e24-4d0e-ba3c-fc712c979d42,23,Μάρτιος,Παγκόσμια Ημέρα Μετεωρολογίας,Τιμά την ίδρυση του Παγκόσμιου Μετεωρολογικού Οργανισμού.
5b26cf0c-d3cd-49d2-a3f3-9c6b3b5626a1,10,Φεβρουάριος,Παγκόσμια Ημέρα Οσπρίων,Ανακηρύχθηκε το 2019 με σκοπό την ευαισθητοποίηση για τα διατροφικά και περιβαλλοντικά οφέλη των οσπρίων.
5b3756d8-44e7-4f83-8b69-8db5e85beda9,12,Αύγουστος,Διεθνής Ημέρα Νεολαίας,Αναγνωρίζει τον ρόλο των νέων στη σύγχρονη παγκόσμια κοινωνία.
5c03c49a-bdac-46c6-9ff9-f5acf4cc68b9,11,Οκτώβριος,Διεθνής Ημέρα Μικρών Κοριτσιών,Αναγνωρίζει τα δικαιώματα των κοριτσιών και προωθεί την ενδυνάμωσή τους.
5c476282-97b5-4ecb-9acf-6bd08bf98af9,14,Φεβρουάριος,Διεθνής Ημέρα Προσευχής για τον Αυτισμό,
5cda5c65-a8fb-45e2-a924-862ab8b05000,7,Οκτώβριος,Παγκόσμια Ημέρα Βαμβακιού,Στηρίζει την ανάπτυξη του τομέα βαμβακιού στις αναπτυσσόμενες χώρες.
5dc3aa2d-5e13-4965-956f-ed7ef07ac2ce,29,Μάιος,Παγκόσμια Ημέρα Κυανοκράνων,
5f6331d4-bedd-4cbc-8c22-4a9a0b421839,21,Ιούνιος,Παγκόσμια Ημέρα Υδρογραφίας,
5fc2979d-b1e5-4d9d-9c9c-35295033ba35,20,Οκτώβριος,Παγκόσμια Ημέρα Στατιστικής,Αναδεικνύει τη σημασία αξιόπιστων στατιστικών για τεκμηριωμένες αποφάσεις.
60798866-80f0-43e7-9eb7-044f6fb1b222,26,Ιούνιος,Παγκόσμια Ημέρα κατά των Ναρκωτικών και της Παράνομης Διακίνησής τους,
61c24318-ec67-4373-b185-96e9705a6836,15,Σεπτέμβριος,Ευρωπαϊκή Ημέρα κατά του Καρκίνου του Προστάτη,
61e019eb-0124-4496-b437-5908ce16272f,31,Μάιος,Παγκόσμια Ημέρα κατά του Καπνίσματος,Στοχεύει στην πρόληψη των ασθενειών που σχετίζονται με το κάπνισμα.
63245521-8da0-42c9-be23-21474f2352ff,24,Οκτώβριος,Παγκόσμια Ημέρα Πληροφόρησης για την Ανάπτυξη,Εστιάζει στα αναπτυξιακά προβλήματα και τη διεθνή συνεργασία.
63aee384-da3a-4b84-8885-0c7eaa536bb2,22,Απρίλιος,Διεθνής Ημέρα Μητέρας Γης,Προωθεί τον σεβασμό προς τη Γη και τα οικοσυστήματα.
64ba3b02-cb03-4245-938c-33bf96f3200c,7,Απρίλιος,Παγκόσμια Ημέρα Υγείας,Σηματοδοτεί την ίδρυση του Παγκόσμιου Οργανισμού Υγείας.
67584f32-b64d-422e-9f55-e0085aedf459,21,Μάρτιος,Παγκόσμια Ημέρα Ύπνου,
68911e70-09b7-41d6-b328-b09953fd5abc,7,Ιούνιος,Παγκόσμια Ημέρα για την Ασφάλεια Τροφίμων,Εστιάζει στην πρόληψη και διαχείριση τροφιμογενών κινδύνων.
68c5cf2d-c5f3-4a37-86a2-1b98c4999a9c,5,Δεκέμβριος,Διεθνής Ημέρα Εθελοντών,Αναγνωρίζει τη συμβολή των εθελοντών στην κοινωνική ανάπτυξη.
6915a4fc-f503-4cbf-ab6d-786b4e7ecca2,16,Νοέμβριος,Διεθνής Ημέρα Ανεκτικότητας,Προωθεί τον σεβασμό και την αποδοχή της πολιτιστικής ποικιλομορφίας.
69ab9397-6d92-4ae9-a619-7fcc58eda693,21,Μάρτιος,Παγκόσμια Ημέρα Συνδρόμου Down,"Τονίζει τη σημασία της πρόσβασης στην υγεία, την εκπαίδευση χωρίς αποκλεισμούς και την έρευνα."
6c0303f7-120f-42c8-94e1-cb8feb5a8870,24,Απρίλιος,Ημέρα Μνήμης Γενοκτονίας των Αρμενίων,
6c4a3169-b942-4bda-af9b-e6b30bb66d10,1,Μάρτιος,Παγκόσμια Ημέρα Θαλάσσιων Λιβαδιών,"Ανακηρύχθηκε το 2022, υπογραμμίζοντας την ανάγκη ευαισθητοποίησης και δράσεων για τη διατήρηση των θαλάσσιων λιβαδιών."
6c639594-eea0-4c37-b850-361bfb4d54f8,19,Νοέμβριος,Παγκόσμια ημέρα κατά της κακοποίησης των παιδιών,
6c7b1c10-3834-4f52-9fe9-3ec7ccded059,17,Απρίλιος,Παγκόσμια Ημέρα Αγροτικής Πάλης,
6cc16669-6569-4e60-b4c4-fbbb9cd3b446,21,Σεπτέμβριος,Διεθνής Ημέρα Ειρήνης,Προωθεί 24 ώρες μη βίας και παγκόσμια ειρηνική συνύπαρξη.
6f317a61-d110-4fcf-9c60-953a3f15fea5,10,Ιούνιος,Διεθνής Ημέρα Διαλόγου μεταξύ Πολιτισμών,
710ccc3d-e13a-4bd3-a385-204241d506bd,28,Σεπτέμβριος,Παγκόσμια Ημέρα κατά της Λύσσας,Αναδεικνύει τον ρόλο του τουρισμού στην κοινωνική και οικονομική ανάπτυξη.
72b991c3-4c07-472c-887d-3291d041869b,11,Ιούνιος,Διεθνής Ημέρα Παιχνιδιού,Αναδεικνύει το παιχνίδι ως θεμελιώδες δικαίωμα των παιδιών.
736b4f38-4c39-45b8-a540-d76da267d536,25,Οκτώβριος,Παγκόσμια Ημέρα κατά του Καρκίνου του Μαστού,
744f9663-5ec7-4adb-9d91-3b6866c4b3f8,27,Απρίλιος,Παγκόσμια Ημέρα Σχεδίου (Design),
79837f1d-b2ca-4005-800d-df7beb0bffb5,8,Μάιος,Παγκόσμια Ημέρα Θαλασσαιμίας,
7a7fc871-8e11-43ed-95e0-48a1aa16f97e,19,Αύγουστος,Παγκόσμια Ημέρα Ανθρωπιστικής Δράσης,Τιμά όσους προσφέρουν βοήθεια σε πληθυσμούς που πλήττονται από κρίσεις.
7bffe298-fd62-475c-929d-bf0127761cfb,3,Ιούνιος,Παγκόσμια Ημέρα Ποδηλάτου,Αναδεικνύει το ποδήλατο ως μέσο βιώσιμων μεταφορών και θετικό εργαλείο για το κλίμα και τη βιώσιμη ανάπτυξη.
7c35dc64-9c9d-443b-9520-b5ec0b4e23e0,20,Μάρτιος,Παγκόσμια Ημέρα Στοματικής Υγείας,
7d87e077-6e11-452e-b2c1-5fc44cc13293,25,Μάρτιος,Διεθνής Ημέρα Αλληλεγγύης προς τους Κρατούμενους και Αγνοούμενους Υπαλλήλους του ΟΗΕ,Αποσκοπεί στην προστασία και τη δικαιοσύνη για το προσωπικό του ΟΗΕ.
7de9d0d7-768e-4c96-9052-501d7527b500,10,Μάρτιος,Διεθνής Ημέρα Δικαστίνων,Καθιερώθηκε το 2021 για την προώθηση της ισότιμης συμμετοχής των γυναικών στα δικαστικά συστήματα.
7e721f45-2cf8-4c68-8019-178931afb394,9,Νοέμβριος,Διεθνής Ημέρα κατά του Φασισμού και του Αντισημιτισμού,
7f63d4bf-06cd-4698-8722-3aa00c3cd358,30,Νοέμβριος,Παγκόσμια Ημέρα Αγοραστικής Αποχής,
80fece3c-627c-4ac2-8114-8ec06c25a6f9,28,Απρίλιος,Διεθνής Ημέρα Μνήμης Εργατών,
819163de-a0b2-461e-aa22-a30aafca410b,16,Απρίλιος,Παγκόσμια Ημέρα Φωνής,
820ac2f6-d289-4f16-8102-67a15cfb8bdf,6,Φεβρουάριος,Διεθνής Ημέρα Μηδενικής Ανοχής στην Κλειτοριδεκτομή,Το 2012 ο ΟΗΕ όρισε την ημέρα αυτή με στόχο την ενίσχυση των προσπαθειών για την εξάλειψη της πρακτικής της κλειτοριδεκτομής.
837f1cbf-1795-4137-b829-fa0942f1a2a9,21,Μάρτιος,Διεθνής Ημέρα Νεβρόζ,"Σηματοδοτεί την πρώτη ημέρα της άνοιξης και προωθεί την ειρήνη, την αλληλεγγύη και την πολιτιστική ποικιλομορφία."
85663734-52e2-4f29-bb0b-fddddd4878d8,10,Νοέμβριος,Παγκόσμια Ημέρα Επιστήμης για την Ειρήνη και την Ανάπτυξη,Τονίζει τον ρόλο της επιστήμης στη βιώσιμη ανάπτυξη και την ειρήνη.
875d5f34-f146-4e0b-b619-17d715b0889d,16,Οκτώβριος,Παγκόσμια Ημέρα Διατροφής,
87fb15e5-e67f-40dd-8450-3a1872cfc1db,5,Μάιος,Παγκόσμια Ημέρα Πορτογαλικής Γλώσσας,Αναδεικνύει τη σημασία της πορτογαλικής ως διεθνούς γλώσσας.
883d616f-8d4a-4c1a-a810-4926f5749623,15,Μάιος,Διεθνής Ημέρα Οικογένειας,Ευκαιρία ευαισθητοποίησης για τα ζητήματα που αφορούν τις οικογένειες.
889525e8-ce64-4730-96ff-3fda0513a0e5,30,Οκτώβριος,Διεθνής Ημέρα Ορθοπεδικών Νοσοκόμων,Αναγνωρίζει τη σημασία των συστημάτων φροντίδας και υποστήριξης.
89df2546-a26d-45f0-94c4-3d6ddd90c1f0,15,Οκτώβριος,Παγκόσμια Ημέρα Πλυσίματος Χεριών,
8a656c1d-5085-41e5-bc9a-6aa9d9989336,20,Νοέμβριος,Παγκόσμια Ημέρα του Παιδιού,Αναδεικνύει τα θεμελιώδη δικαιώματα των παιδιών παγκοσμίως.
8c95bcea-69c5-4ecd-97a6-c4c39a38c8ce,15,Φεβρουάριος,Παγκόσμια Ημέρα κατά του Παιδικού Καρκίνου,
8f96b26f-428d-4ab0-9606-85fd3dea0057,27,Σεπτέμβριος,Παγκόσμια Ημέρα Τουρισμού,Αναδεικνύει τον ρόλο του τουρισμού στην κοινωνική και οικονομική ανάπτυξη.
8fb94f15-0e18-45ef-a448-71431c9ddbd3,9,Φεβρουάριος,Παγκόσμια Ημέρα Ελληνικής Γλώσσας,
